timestamp,activity,username,source_ip,action,result
2023-06-02 22:12:24,AccessDenied,jason08,223.71.99.36,Success,Failed
2023-03-24 12:27:54,ProductView,maddoxrodney,81.87.151.96,Failed,Success
2023-03-01 15:41:53,OrderPlaced,rbryant,103.219.56.12,Failed,Failed
2023-03-03 15:20:57,OrderPlaced,markray,195.70.215.133,Failed,Failed
2023-02-07 11:23:53,OrderPlaced,rodney09,180.122.51.156,Failed,Success
2023-04-13 02:20:58,AccessDenied,donaldhartman,143.137.197.104,Success,Failed
2023-06-22 09:37:50,OrderPlaced,watsonrobert,113.23.124.133,Failed,Failed
2023-02-14 20:41:22,Login,walkeraaron,13.8.97.157,Failed,Success
2023-07-08 12:50:11,AccessDenied,browningcody,38.130.190.21,Failed,Success
2023-07-10 19:34:57,ProductView,rmurray,174.183.250.32,Failed,Success
2023-01-17 03:04:18,ProductView,mmartin,20.22.154.25,Failed,Failed
2023-07-01 08:40:04,OrderPlaced,heather52,197.100.128.110,Success,Failed
2023-06-24 04:38:41,Login,ygarcia,171.25.26.199,Failed,Failed
2023-01-25 12:39:32,AccessDenied,rcastaneda,174.105.98.193,Failed,Success
2023-03-11 13:58:57,OrderPlaced,joshuastewart,186.245.11.4,Success,Success
2023-05-28 01:55:44,OrderPlaced,alopez,1.184.192.55,Failed,Success
2023-06-06 18:30:23,Login,carroyo,61.238.68.157,Success,Failed
2023-03-07 18:17:51,Login,grose,136.154.90.20,Success,Failed
2023-05-20 19:47:56,ProductView,devintaylor,214.103.148.89,Success,Success
2023-03-17 08:38:00,Login,bhodges,71.30.127.14,Success,Success
2023-05-07 21:13:19,Login,matthewnewton,9.118.174.238,Failed,Failed
2023-01-26 15:12:22,Login,wrightbrandon,99.166.79.183,Failed,Failed
2023-06-12 10:15:57,OrderPlaced,blloyd,52.161.28.123,Failed,Success
2023-05-22 09:57:57,ProductView,lrodriguez,11.1.99.190,Failed,Failed
2023-02-18 11:57:43,Login,zroberts,181.196.60.48,Success,Success
2023-02-17 08:55:39,AccessDenied,stephenswesley,4.181.68.25,Failed,Failed
2023-08-03 08:20:25,Login,jennymckenzie,79.24.168.55,Failed,Success
2023-03-06 21:39:13,AccessDenied,diana23,185.53.103.220,Failed,Success
2023-04-04 03:25:59,ProductView,terryjared,144.1.208.235,Success,Success
2023-05-13 04:22:29,Login,philipmartinez,116.145.213.234,Failed,Success
2023-07-15 01:39:40,OrderPlaced,marygregory,57.173.205.184,Failed,Success
2023-07-21 20:49:13,AccessDenied,parksalex,35.145.120.155,Success,Success
2023-04-25 17:04:02,AccessDenied,nancyalexander,50.75.15.255,Success,Failed
2023-03-14 02:23:35,Login,dunlapalexander,68.20.174.42,Success,Failed
2023-01-21 06:30:46,OrderPlaced,curtiscynthia,59.10.134.213,Success,Success
2023-04-05 16:40:55,Login,markpierce,42.221.199.246,Success,Success
2023-05-06 03:54:18,AccessDenied,kmorales,154.94.245.53,Failed,Failed
2023-04-27 17:30:29,OrderPlaced,brianna90,170.142.41.55,Failed,Failed
2023-04-05 18:29:09,ProductView,qcunningham,120.182.25.250,Failed,Failed
2023-04-30 18:08:47,OrderPlaced,turnerrebekah,42.216.15.242,Success,Failed
2023-05-14 07:26:38,OrderPlaced,traci48,170.208.207.0,Failed,Success
2023-03-08 23:29:48,ProductView,mark42,23.158.28.168,Success,Success
2023-06-09 22:01:28,Login,parkeredward,106.22.17.209,Failed,Success
2023-03-03 07:51:15,AccessDenied,iferguson,24.218.40.170,Success,Failed
2023-02-04 23:59:37,OrderPlaced,greenjennifer,112.166.4.74,Failed,Failed
2023-05-03 00:31:23,Login,lesliedaniel,154.224.97.82,Success,Success
2023-07-25 13:33:19,ProductView,alee,223.55.27.73,Failed,Success
2023-01-18 04:19:23,Login,qcline,77.103.241.137,Failed,Success
2023-04-11 18:46:48,ProductView,becky29,180.198.160.92,Success,Success
2023-01-01 14:09:05,ProductView,pricejulie,80.118.196.188,Failed,Success
2023-04-26 13:22:54,AccessDenied,barberbrandon,169.221.225.17,Success,Success
2023-02-02 09:08:34,ProductView,maria24,123.241.82.183,Failed,Failed
2023-02-08 20:24:27,Login,lisa08,113.23.149.176,Failed,Success
2023-01-28 03:38:51,AccessDenied,allison77,30.122.62.142,Failed,Failed
2023-07-07 09:14:44,ProductView,emily95,31.64.234.196,Failed,Failed
2023-06-30 15:19:53,ProductView,samantha81,16.42.93.38,Success,Success
2023-05-23 18:12:37,Login,diamond43,138.180.200.52,Failed,Failed
2023-04-28 01:11:53,ProductView,annmyers,197.172.211.111,Failed,Success
2023-01-28 09:26:53,ProductView,bryan57,55.2.95.217,Success,Success
2023-06-19 09:07:32,ProductView,toddyoung,136.138.114.46,Success,Success
2023-03-06 05:33:13,ProductView,vperez,186.191.217.155,Failed,Failed
2023-03-26 23:20:09,ProductView,edwardgibson,199.179.211.58,Success,Success
2023-06-19 18:45:22,OrderPlaced,sethsimpson,198.91.158.151,Success,Failed
2023-04-05 17:05:11,OrderPlaced,brian62,79.79.4.106,Failed,Success
2023-02-05 11:49:46,OrderPlaced,choiamy,179.194.58.12,Failed,Failed
2023-01-03 19:34:29,AccessDenied,josephrussell,200.55.36.89,Success,Success
2023-03-12 04:11:03,OrderPlaced,uwebb,200.53.166.173,Success,Failed
2023-07-06 10:16:28,ProductView,steven37,86.43.46.188,Failed,Failed
2023-04-21 21:19:16,ProductView,ilopez,19.228.144.193,Success,Failed
2023-03-30 02:08:56,Login,donna92,91.52.33.114,Success,Success
2023-07-01 02:21:16,AccessDenied,steven60,114.29.138.194,Failed,Failed
2023-03-03 08:31:35,OrderPlaced,azimmerman,87.151.35.113,Failed,Success
2023-08-08 02:21:36,ProductView,ericmatthews,134.41.48.188,Success,Failed
2023-02-25 14:18:14,OrderPlaced,kristen35,118.144.112.155,Failed,Success
2023-05-25 04:13:55,Login,samuel10,85.136.69.159,Success,Failed
2023-07-16 00:59:38,ProductView,melissaramirez,175.61.238.21,Failed,Failed
2023-05-09 02:37:03,Login,qthomas,170.50.110.223,Success,Failed
2023-01-06 02:07:17,ProductView,theresacraig,183.182.206.252,Failed,Failed
2023-01-26 21:26:24,ProductView,jamie43,10.95.130.170,Failed,Success
2023-04-15 09:40:22,OrderPlaced,davidjason,6.235.1.192,Success,Success
2023-07-08 07:47:39,OrderPlaced,jamespatterson,175.82.102.134,Success,Failed
2023-07-21 19:24:36,OrderPlaced,imathis,111.24.26.31,Failed,Success
2023-08-02 03:58:08,ProductView,leah39,153.198.192.5,Failed,Failed
2023-08-03 16:02:01,OrderPlaced,anthonywilson,139.233.131.5,Failed,Success
2023-07-23 22:04:41,AccessDenied,sharonbrowning,15.58.87.102,Failed,Failed
2023-03-04 12:05:17,OrderPlaced,brendacampbell,57.52.2.39,Success,Success
2023-05-19 00:16:35,OrderPlaced,lsmith,86.111.225.0,Failed,Success
2023-01-07 16:35:03,Login,mariastewart,107.247.136.42,Success,Failed
2023-08-03 09:00:41,Login,thomaspena,44.221.199.144,Failed,Failed
2023-08-06 10:28:09,ProductView,jhenderson,221.183.215.187,Success,Failed
2023-02-15 23:16:31,AccessDenied,andrewrowland,159.35.94.76,Success,Failed
2023-05-20 09:21:59,ProductView,mooreelizabeth,45.38.125.24,Failed,Failed
2023-04-04 07:47:57,ProductView,james86,1.83.208.187,Failed,Success
2023-03-08 09:46:14,OrderPlaced,coopersteven,102.68.251.62,Success,Failed
2023-07-05 20:12:04,OrderPlaced,nelsonnicholas,157.28.55.147,Failed,Success
2023-07-29 08:18:55,AccessDenied,gmarshall,73.163.68.214,Failed,Failed
2023-01-28 06:47:15,ProductView,bonniebailey,18.247.51.194,Failed,Failed
2023-02-14 01:27:09,ProductView,jennafranco,97.216.238.160,Success,Success
2023-01-31 05:12:54,Login,brandterik,33.160.149.201,Success,Failed
2023-03-15 23:38:25,OrderPlaced,sleon,92.53.13.203,Failed,Failed
2023-02-10 04:43:28,ProductView,lramirez,146.52.78.210,Failed,Failed
2023-08-03 14:16:03,OrderPlaced,kathy02,144.130.159.16,Success,Success
2023-06-25 08:33:12,OrderPlaced,donnamiller,26.68.13.106,Success,Failed
2023-08-08 04:41:03,ProductView,lmartin,157.114.131.39,Failed,Success
2023-02-09 22:23:44,OrderPlaced,lopeznicholas,116.177.46.108,Success,Failed
2023-03-29 10:19:49,OrderPlaced,kennethclark,169.67.91.118,Success,Success
2023-03-14 21:47:49,ProductView,jacquelineperez,95.137.25.249,Failed,Success
2023-07-15 08:36:35,AccessDenied,wmorgan,172.227.11.11,Failed,Success
2023-08-03 05:37:04,ProductView,petersjanet,217.213.16.61,Success,Failed
2023-08-07 07:00:46,ProductView,maryjohnson,120.0.124.225,Success,Success
2023-06-25 14:07:23,AccessDenied,stevensdavid,87.146.147.161,Success,Success
2023-04-08 07:05:05,OrderPlaced,sheilabowman,1.78.149.169,Success,Success
2023-03-05 12:59:00,Login,higginsdonald,60.85.235.9,Success,Failed
2023-07-12 03:19:07,ProductView,fletcherbrian,87.213.5.116,Success,Failed
2023-03-09 02:00:49,OrderPlaced,dale09,79.80.28.219,Success,Success
2023-08-01 05:44:05,Login,rebeccawilson,96.110.219.91,Success,Success
2023-04-20 04:14:08,OrderPlaced,wilkinstabitha,48.28.151.250,Success,Success
2023-01-29 09:15:14,AccessDenied,lisa96,15.190.202.148,Failed,Failed
2023-03-11 15:30:53,OrderPlaced,jamessavage,66.138.172.198,Success,Failed
2023-02-25 21:27:39,ProductView,floresjessica,27.110.98.123,Success,Success
2023-06-25 21:10:06,AccessDenied,amandalittle,168.198.247.220,Failed,Failed
2023-01-08 04:21:55,ProductView,robert69,99.79.193.34,Success,Success
2023-01-13 20:40:33,OrderPlaced,jbowen,215.181.73.170,Failed,Success
2023-05-25 04:25:33,Login,haynesrobert,201.67.45.238,Success,Success
2023-05-26 19:44:33,OrderPlaced,kevinstone,3.75.147.13,Success,Failed
2023-03-13 20:33:00,ProductView,vvazquez,80.159.48.103,Success,Success
2023-06-23 13:25:17,Login,ruizlauren,46.39.37.75,Success,Success
2023-05-05 11:45:17,AccessDenied,ewong,117.68.217.128,Failed,Success
2023-04-03 23:34:04,ProductView,christophergonzales,147.245.156.176,Success,Success
2023-04-29 19:25:14,AccessDenied,nathaniel37,208.151.231.58,Failed,Failed
2023-06-15 18:51:10,ProductView,othompson,66.4.48.28,Failed,Success
2023-01-19 13:29:43,Login,clinemichael,145.229.233.251,Success,Failed
2023-05-03 20:58:20,OrderPlaced,rhodestaylor,169.230.109.167,Failed,Success
2023-02-26 19:59:48,Login,kevinlee,153.228.132.37,Failed,Failed
2023-03-06 03:59:24,Login,hpacheco,221.197.70.127,Success,Failed
2023-02-03 14:44:51,AccessDenied,hicksryan,173.236.105.247,Failed,Failed
2023-01-19 12:03:58,Login,tammieallen,94.58.184.8,Failed,Success
2023-07-22 23:54:18,ProductView,qponce,166.97.221.205,Failed,Success
2023-08-08 05:26:13,AccessDenied,nali,164.97.30.93,Success,Failed
2023-08-06 09:12:01,Login,erica92,26.75.112.119,Success,Failed
2023-01-11 13:59:46,ProductView,marcusquinn,79.37.35.104,Success,Failed
2023-03-15 15:51:56,AccessDenied,samuelhurley,178.144.64.181,Success,Failed
2023-06-19 05:38:48,OrderPlaced,jackiebryant,164.78.148.211,Failed,Failed
2023-04-04 14:50:04,Login,ewright,136.135.167.155,Failed,Success
2023-07-28 22:36:45,AccessDenied,keith58,88.175.130.241,Failed,Success
2023-06-28 07:03:33,Login,tbird,74.4.108.153,Success,Failed
2023-01-22 10:04:48,AccessDenied,elarson,64.129.178.89,Failed,Success
2023-04-30 13:32:35,Login,adamhopkins,138.43.241.28,Success,Failed
2023-06-05 06:15:11,OrderPlaced,jessicagonzalez,206.242.107.118,Success,Success
2023-07-04 02:20:50,Login,vmckinney,97.236.84.242,Success,Failed
2023-02-06 18:41:07,Login,thomas28,150.77.68.86,Failed,Failed
2023-03-26 18:11:31,ProductView,belindaortiz,218.76.86.144,Success,Success
2023-02-25 08:45:15,AccessDenied,medinaangela,24.81.245.143,Failed,Failed
2023-07-28 20:48:53,AccessDenied,williamsharold,177.218.186.57,Success,Success
2023-06-20 22:20:22,AccessDenied,wilsonbenjamin,88.25.75.227,Success,Failed
2023-01-29 18:48:23,ProductView,qrodriguez,82.188.136.106,Success,Success
2023-06-30 19:57:26,Login,steven05,219.55.48.86,Success,Failed
2023-07-15 00:18:41,Login,vincentlawrence,117.78.5.152,Failed,Failed
2023-03-06 11:54:23,AccessDenied,eroberts,204.127.52.178,Failed,Failed
2023-05-10 23:25:19,OrderPlaced,eharris,48.119.79.42,Success,Failed
2023-04-27 03:25:47,ProductView,gomezkatherine,163.80.30.131,Success,Success
2023-03-02 00:17:18,Login,harrisray,95.58.174.75,Success,Failed
2023-07-28 03:41:46,AccessDenied,ingrampaul,17.130.138.35,Failed,Success
2023-06-14 17:10:51,OrderPlaced,benjaminfreeman,94.166.153.66,Success,Failed
2023-03-19 19:06:28,Login,joshuagarcia,47.19.82.31,Success,Success
2023-01-22 18:29:02,Login,rachel37,114.221.187.32,Success,Success
2023-04-20 08:31:02,ProductView,dukejennifer,196.31.52.248,Success,Failed
2023-01-22 17:22:53,ProductView,mario98,25.112.35.165,Success,Failed
2023-02-09 06:23:15,Login,rebecca35,143.156.131.109,Success,Failed
2023-07-09 00:50:04,ProductView,samuel23,161.134.197.5,Success,Failed
2023-02-21 18:49:33,OrderPlaced,mharmon,174.28.171.235,Failed,Success
2023-02-05 05:40:03,Login,jose16,126.8.3.37,Failed,Failed
2023-05-12 21:16:48,OrderPlaced,rebecca36,66.14.93.6,Failed,Success
2023-06-12 22:54:51,ProductView,fletchermichael,112.10.31.55,Failed,Success
2023-04-16 07:07:14,AccessDenied,qedwards,25.245.158.14,Failed,Success
2023-05-30 03:58:28,Login,richard32,74.248.219.189,Success,Failed
2023-04-23 17:03:20,AccessDenied,gilmoremegan,87.167.216.211,Success,Success
2023-06-17 19:27:54,ProductView,martincody,8.161.119.214,Success,Failed
2023-06-05 10:58:24,ProductView,iancastro,187.146.187.185,Success,Success
2023-04-24 23:34:28,OrderPlaced,wmartin,89.80.140.170,Failed,Failed
2023-07-04 06:44:38,AccessDenied,brownabigail,48.16.9.165,Success,Failed
2023-04-20 20:20:14,AccessDenied,andreaparker,166.99.97.235,Success,Failed
2023-05-07 18:41:05,OrderPlaced,teresagraham,162.129.183.117,Success,Success
2023-05-21 12:45:28,OrderPlaced,eporter,205.56.176.153,Success,Failed
2023-02-01 01:11:00,AccessDenied,sandra95,68.165.203.0,Failed,Failed
2023-07-12 17:26:43,ProductView,cheryl08,213.215.200.145,Success,Failed
2023-04-01 04:28:20,ProductView,marshallcolleen,133.15.90.194,Success,Success
2023-08-02 00:13:42,AccessDenied,holdenmarissa,206.220.70.200,Failed,Success
2023-07-18 04:01:39,OrderPlaced,hartmankenneth,190.211.121.164,Success,Success
2023-01-30 22:34:47,Login,hernandezsherri,107.241.209.34,Failed,Failed
2023-01-20 04:23:22,OrderPlaced,aroberson,148.229.199.230,Failed,Failed
2023-04-11 21:16:21,ProductView,rnelson,32.147.130.150,Failed,Success
2023-02-18 18:18:26,OrderPlaced,ytaylor,193.132.74.32,Success,Success
2023-01-30 00:53:27,ProductView,ramosandrew,216.150.75.42,Failed,Failed
2023-01-20 14:56:27,OrderPlaced,kevin71,78.234.76.61,Failed,Failed
2023-04-29 21:31:58,OrderPlaced,youngkenneth,95.7.147.83,Success,Failed
2023-07-03 08:50:07,Login,julia12,210.103.231.104,Failed,Failed
2023-06-13 07:55:59,AccessDenied,hwilliams,35.174.219.181,Failed,Failed
2023-04-12 15:49:39,OrderPlaced,rushstephanie,116.214.168.207,Success,Failed
2023-03-09 19:24:55,OrderPlaced,quinnjennifer,71.192.15.81,Success,Failed
2023-01-24 05:47:42,OrderPlaced,lisa34,42.88.202.31,Failed,Failed
2023-03-29 22:26:16,OrderPlaced,cindy13,112.27.161.74,Success,Failed
2023-05-01 19:33:20,AccessDenied,whiteheadmaria,205.239.201.43,Failed,Failed
2023-08-04 11:43:16,Login,christina68,120.187.107.98,Failed,Failed
2023-07-07 08:44:22,AccessDenied,holtrose,131.239.60.206,Failed,Failed
2023-05-25 21:58:06,ProductView,john05,40.168.0.214,Failed,Success
2023-02-17 15:18:54,AccessDenied,fostertimothy,152.31.74.99,Failed,Failed
2023-05-07 11:27:40,OrderPlaced,thomasodonnell,95.179.9.88,Success,Success
2023-01-24 09:07:31,OrderPlaced,aparsons,110.69.227.89,Failed,Failed
2023-05-16 23:01:36,AccessDenied,richard26,205.5.45.240,Success,Success
2023-04-22 13:04:41,AccessDenied,rachel99,162.20.188.204,Success,Failed
2023-04-11 15:24:58,OrderPlaced,bnelson,213.157.69.167,Failed,Failed
2023-04-09 23:48:00,Login,bpowell,138.10.241.109,Success,Success
2023-04-25 16:33:38,Login,rileymaureen,35.9.19.116,Success,Failed
2023-01-12 20:39:06,ProductView,samuel75,105.148.114.196,Success,Success
2023-03-31 20:35:50,OrderPlaced,joneslinda,94.122.127.191,Failed,Success
2023-02-19 11:57:20,ProductView,davidwatson,144.53.198.180,Success,Success
2023-04-20 00:00:08,OrderPlaced,saramurray,190.23.28.75,Failed,Success
2023-02-06 22:29:08,AccessDenied,jose47,170.52.229.166,Success,Success
2023-07-19 13:55:09,ProductView,cynthia32,39.11.84.226,Failed,Failed
2023-04-04 00:38:35,AccessDenied,gutierrezbrian,182.60.49.4,Failed,Success
2023-04-24 07:35:31,AccessDenied,katherinepatrick,161.106.173.68,Success,Success
2023-06-16 21:32:34,AccessDenied,kimberly55,68.202.20.8,Failed,Failed
2023-07-12 18:29:14,AccessDenied,millertara,42.169.184.4,Success,Failed
2023-08-01 23:46:53,AccessDenied,shannon26,221.216.38.80,Success,Success
2023-08-09 01:36:27,AccessDenied,lewiswendy,110.123.35.70,Failed,Failed
2023-03-23 19:04:15,Login,katherine72,75.152.27.100,Success,Failed
2023-07-19 08:43:14,AccessDenied,gchapman,82.7.80.192,Failed,Failed
2023-06-02 02:28:26,AccessDenied,beth90,94.252.113.238,Failed,Failed
2023-05-06 11:57:27,OrderPlaced,mcphersonmichael,179.70.55.243,Success,Failed
2023-02-25 02:09:23,OrderPlaced,kelly76,118.158.44.226,Failed,Success
2023-07-29 13:18:58,ProductView,williamsandrea,189.43.45.124,Success,Success
2023-04-17 06:40:33,ProductView,johnsonadam,195.220.100.217,Failed,Success
2023-05-22 00:09:57,AccessDenied,timothyhall,178.132.45.3,Failed,Failed
2023-07-28 14:31:47,Login,sherri26,71.196.254.241,Success,Success
2023-05-16 22:03:29,OrderPlaced,wrightjames,177.181.118.176,Success,Success
2023-02-22 15:19:23,AccessDenied,brandonhicks,160.104.20.42,Success,Success
2023-06-26 10:41:23,Login,andrewedwards,42.101.76.191,Success,Failed
2023-01-02 01:33:19,ProductView,nbell,31.253.198.14,Failed,Success
2023-02-16 13:11:44,AccessDenied,larsondylan,177.43.132.93,Success,Success
2023-03-03 06:53:23,OrderPlaced,underwoodalicia,200.122.251.2,Success,Failed
2023-07-11 19:19:47,AccessDenied,mmcclure,156.172.118.89,Failed,Failed
2023-07-27 01:51:01,OrderPlaced,leegabriel,174.45.84.35,Success,Success
2023-05-20 08:25:25,ProductView,dcook,147.146.23.158,Success,Success
2023-05-08 10:37:16,Login,sharonlam,96.149.140.212,Success,Success
2023-08-06 10:10:49,OrderPlaced,frios,69.103.227.162,Success,Success
2023-06-28 20:53:46,Login,martinezjonathan,103.29.97.4,Failed,Success
2023-04-16 17:27:19,ProductView,michael35,178.240.238.255,Success,Failed
2023-05-02 02:54:46,Login,vickiejackson,158.191.252.200,Failed,Failed
2023-06-02 09:15:48,OrderPlaced,bridget57,205.231.78.193,Success,Success
2023-04-11 13:22:41,ProductView,savageshannon,119.124.134.193,Failed,Failed
2023-05-08 11:19:26,OrderPlaced,awatkins,149.123.114.17,Success,Failed
2023-03-25 02:34:43,AccessDenied,johnsonmary,65.36.165.200,Failed,Success
2023-01-29 06:02:07,ProductView,victorbell,64.175.146.99,Success,Failed
2023-01-25 17:24:42,AccessDenied,jayhamilton,77.144.96.122,Failed,Failed
2023-04-26 18:09:07,OrderPlaced,charlesbennett,75.201.14.17,Success,Failed
2023-07-01 16:36:32,AccessDenied,xross,186.20.189.117,Failed,Failed
2023-02-23 09:19:53,Login,ericwaters,174.18.137.157,Success,Failed
2023-02-08 16:13:56,AccessDenied,kevin64,117.190.92.144,Success,Failed
2023-01-03 09:46:45,ProductView,hughesemily,101.137.23.61,Failed,Success
2023-06-02 05:01:05,ProductView,tcrawford,105.93.27.159,Failed,Failed
2023-04-12 12:07:45,Login,hartgerald,50.162.44.224,Failed,Success
2023-03-15 05:21:58,OrderPlaced,zgarcia,51.251.60.88,Failed,Failed
2023-05-07 13:10:33,OrderPlaced,foxjoe,108.20.243.62,Success,Success
2023-07-27 05:30:56,AccessDenied,marissaerickson,158.57.27.166,Failed,Success
2023-01-23 14:30:31,ProductView,charlesfreeman,205.163.221.187,Failed,Success
2023-01-30 18:44:08,OrderPlaced,christopher18,37.240.71.124,Success,Failed
2023-05-23 06:13:20,Login,reyessierra,44.196.81.224,Success,Failed
2023-01-27 01:14:34,OrderPlaced,xprice,73.84.246.111,Success,Success
2023-02-10 20:18:19,OrderPlaced,ykeller,60.87.253.73,Failed,Success
2023-05-05 06:24:07,OrderPlaced,coffeymatthew,48.148.23.170,Success,Failed
2023-08-07 11:18:39,OrderPlaced,katieyoung,54.60.236.40,Failed,Failed
2023-01-26 21:25:37,AccessDenied,aberry,27.208.161.114,Success,Success
2023-03-24 04:40:41,Login,chambersdebra,173.54.39.140,Failed,Success
2023-05-18 11:56:47,AccessDenied,karen62,178.6.147.173,Success,Failed
2023-06-03 06:39:09,ProductView,atkinsjacob,147.187.138.32,Success,Failed
2023-05-12 10:00:49,Login,jenkinsjonathan,201.48.21.138,Failed,Failed
2023-02-12 06:23:42,AccessDenied,gmoore,50.183.207.50,Failed,Success
2023-04-08 12:59:33,ProductView,johnsheather,131.169.216.99,Failed,Success
2023-03-15 09:39:40,Login,kramirez,35.233.30.210,Success,Success
2023-03-13 21:26:03,AccessDenied,arodgers,18.164.84.127,Success,Success
2023-04-12 09:32:07,AccessDenied,linda11,131.10.90.143,Success,Success
2023-07-16 10:34:40,Login,carlosthomas,25.213.191.0,Failed,Success
2023-07-18 18:27:55,Login,iwood,49.71.56.246,Success,Success
2023-02-18 17:44:03,ProductView,david13,119.107.6.48,Success,Success
2023-04-15 17:03:54,Login,hrojas,219.135.89.135,Failed,Failed
2023-06-12 16:20:00,AccessDenied,louis43,155.91.244.101,Failed,Failed
2023-07-02 02:24:37,OrderPlaced,kaylacruz,185.179.202.33,Success,Success
2023-03-31 07:34:00,OrderPlaced,wford,155.107.144.23,Success,Success
2023-07-06 21:23:38,Login,ritafuller,164.206.12.251,Success,Success
2023-01-17 20:02:40,Login,debra76,35.249.139.18,Success,Failed
2023-06-28 11:58:12,ProductView,larsonaaron,171.75.207.218,Success,Failed
2023-07-31 08:17:31,Login,ronald87,34.34.248.137,Success,Success
2023-04-23 01:57:37,Login,paulaanderson,152.113.1.193,Success,Success
2023-03-17 00:18:15,OrderPlaced,cindy23,142.5.93.230,Success,Success
2023-06-15 19:33:54,Login,markalvarado,161.205.70.198,Success,Failed
2023-07-15 07:15:16,AccessDenied,ryansmith,102.192.234.67,Failed,Success
2023-04-25 12:02:38,Login,brittany00,58.181.237.159,Failed,Success
2023-07-19 14:45:37,OrderPlaced,joshuastewart,34.62.163.221,Success,Failed
2023-01-04 06:04:58,OrderPlaced,qknapp,160.85.94.13,Failed,Failed
2023-04-17 20:04:29,AccessDenied,joshuamccormick,146.42.85.89,Failed,Success
2023-03-20 23:56:40,AccessDenied,briancooke,39.190.131.190,Failed,Success
2023-01-24 12:54:00,AccessDenied,rodriguezdeborah,132.121.14.236,Success,Failed
2023-06-17 14:21:30,AccessDenied,powelljoseph,59.246.248.47,Success,Success
2023-07-12 00:33:37,Login,millsnathaniel,171.84.225.47,Failed,Success
2023-05-08 11:14:19,AccessDenied,aprilwilson,80.172.222.101,Failed,Failed
2023-04-26 09:48:57,ProductView,markbrown,143.24.236.189,Success,Success
2023-01-19 04:53:30,AccessDenied,msanchez,144.21.80.113,Failed,Failed
2023-05-20 02:57:46,OrderPlaced,lthompson,68.164.115.173,Failed,Success
2023-06-22 20:14:18,OrderPlaced,ramirezpaul,210.219.28.143,Failed,Failed
2023-04-25 15:15:11,ProductView,jenniferlopez,63.65.219.14,Failed,Failed
2023-04-28 23:04:51,AccessDenied,caroline11,191.203.169.218,Success,Success
2023-05-27 14:15:26,Login,turnercody,163.234.31.182,Failed,Success
2023-07-03 16:44:40,Login,ashleyrosales,166.217.149.35,Success,Success
2023-08-04 04:07:59,Login,oliviatorres,81.22.228.29,Failed,Failed
2023-04-23 11:19:16,OrderPlaced,martincassandra,87.100.192.255,Failed,Failed
2023-04-24 12:47:43,AccessDenied,jessica03,109.238.104.62,Failed,Failed
2023-01-28 07:10:24,ProductView,cartermatthew,13.87.90.119,Success,Failed
2023-03-23 05:28:44,Login,krodriguez,142.48.19.79,Failed,Failed
2023-06-25 11:57:03,Login,samuel20,48.62.237.61,Failed,Failed
2023-04-16 01:47:47,ProductView,alyssa52,138.239.61.22,Success,Success
2023-03-11 22:40:31,AccessDenied,longjoanna,161.4.161.95,Failed,Failed
2023-01-17 21:46:02,Login,douglas83,202.27.188.145,Success,Success
2023-02-13 01:54:32,AccessDenied,donna86,37.167.80.76,Success,Success
2023-04-02 12:43:36,OrderPlaced,susanriley,79.63.71.223,Success,Failed
2023-07-25 06:34:36,AccessDenied,leah01,93.172.165.246,Failed,Success
2023-01-04 07:19:40,AccessDenied,bknight,60.172.120.12,Success,Success
2023-02-09 07:08:24,OrderPlaced,sanchezkevin,137.228.177.182,Failed,Failed
2023-04-05 09:55:12,AccessDenied,ronaldjohnson,102.138.62.95,Failed,Success
2023-04-12 08:33:21,Login,kyle85,128.118.41.171,Failed,Failed
2023-02-12 19:57:46,ProductView,yowen,95.201.70.188,Success,Success
2023-06-04 03:58:27,Login,kyle56,108.9.83.204,Failed,Success
2023-03-24 08:40:14,ProductView,dianebell,128.161.148.189,Failed,Failed
2023-02-10 14:33:03,OrderPlaced,tchavez,211.157.213.83,Success,Success
2023-01-02 11:34:45,OrderPlaced,christopher47,44.48.127.107,Success,Success
2023-05-03 08:50:12,Login,dunnadam,76.21.120.14,Success,Success
2023-01-24 07:41:01,ProductView,ashleywilliams,93.240.116.76,Failed,Success
2023-02-17 17:10:41,AccessDenied,jhughes,24.175.67.146,Success,Success
2023-05-03 20:31:54,ProductView,brenda89,81.26.242.27,Failed,Success
2023-05-09 11:33:47,Login,osmith,27.109.179.131,Failed,Failed
2023-01-23 21:57:56,Login,jacksonpaula,71.145.209.97,Failed,Success
2023-01-02 18:04:45,ProductView,omoreno,101.167.160.33,Success,Success
2023-06-23 05:28:44,AccessDenied,rodrigueznathan,126.214.94.212,Success,Success
2023-04-01 10:21:21,Login,williamsmarcus,120.200.182.166,Failed,Failed
2023-04-13 09:35:45,ProductView,william09,222.52.84.176,Success,Failed
2023-02-16 19:52:31,OrderPlaced,herreraalison,117.6.185.34,Success,Failed
2023-06-08 05:40:18,Login,adamwhite,111.129.85.139,Success,Success
2023-05-18 12:17:17,ProductView,blackburnlisa,139.229.111.228,Failed,Success
2023-05-17 19:31:44,AccessDenied,fsingleton,161.94.137.96,Failed,Success
2023-03-13 02:29:10,Login,denise78,212.223.145.89,Success,Failed
2023-06-29 05:30:26,Login,iclark,174.234.22.203,Failed,Failed
2023-02-05 20:46:04,ProductView,amychen,69.193.83.76,Failed,Failed
2023-02-08 16:05:05,ProductView,lkoch,93.35.162.170,Failed,Failed
